
"375.445312,16.210938,302.782410,283.484375"
"-12.070312,282.445343,697.063660,317.616241"
"74.835938,90.929626,606.133972,605.694397"
"302.562500,-16.093689,298.743347,717.545898"
"14.484375,362.109375,284.258972,319.225586"
"138.750000,25.500000,430.251038,431.235382"
"3.375000,42.375000,429.501038,461.985382"
"59.250000,11.249969,430.251038,509.985382"
"11.625000,10.875031,542.001038,509.610382"
"11.625000,57.749969,557.751038,462.360382"
"58.500000,10.125000,446.001038,463.110382"
"26.625000,10.125000,526.626038,463.485382"
"0.000000,0.000000,658.626038,358.110382"
