,,,,,,,,,,,,,,,,,,,,,,,
graphics/spring.bmp,600,,,,,,,,,,,,,,,,,,,,,,
24,24,24,24,24,24,24,24,24,24,24,24,346,24,24,24,346,24,24,24,24,346,24,24
24,24,24,346,24,24,346,24,24,24,346,24,24,24,24,24,24,24,24,346,24,24,24,24
24,24,24,24,24,24,24,24,24,24,24,24,24,346,24,24,24,346,24,24,24,24,346,24
24,346,24,24,24,24,24,24,24,24,24,24,24,24,24,346,24,24,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,24,24,24,346,24,24,24,24,24,24,24,346,24,24,24
346,24,24,24,24,24,24,24,24,24,24,24,24,24,346,24,24,24,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,346,24,346,24,346,24,24,346,24
24,346,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,24,24,24,24,346,24,24,24,24,24,24,24,24,24,346
24,24,24,24,24,24,24,66,66,66,24,24,24,24,24,24,24,24,346,24,24,346,24,24
24,24,24,24,24,24,24,66,66,66,24,24,24,24,24,24,346,24,24,24,24,24,24,24
0,24,0,24,0,24,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
24,24,24,24,24,24,24,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
0,24,0,24,0,24,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
8,9,9,9,10,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
32,151,151,151,34,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
32,151,151,151,34,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
56,151,151,151,58,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
56,151,151,151,58,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
80,81,81,81,82,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
