
"0.000000,0.000000,764.884277,284.984314"
"23.953125,254.929688,298.376465,299.664001"
"13.687500,28.515625,324.610840,510.109314"
"29.656250,18.820312,340.009277,520.374939"
"14.257812,5.703125,370.806152,534.062439"
"222.229797,62.500763,323.038635,299.261078"
"24.234375,60.585938,546.557495,301.949341"
"-11.601562,-65.742188,571.823120,378.777466"
"-7.009155,-191.923981,571.694946,571.578552"
"-8.765625,12.375000,571.037354,573.638367"
"132.000000,11.601562,428.982666,582.403992"
"29.906250,71.929688,452.443604,491.911804"
"30.500488,72.236694,516.025391,491.932068"
"5.671875,48.984314,427.587646,533.598816"
"27.585938,6.703125,404.384521,533.340942"
"9.023438,12.117249,404.384521,540.817505"
"6.960938,13.921814,378.087646,540.301941"
"93.390625,13.773438,340.967224,380.460449"
"14.445312,32.585938,419.912537,360.304199"
"94.062500,30.234375,452.080261,380.595398"
"93.843750,-29.531250,452.233704,458.253693"
"0.000000,0.000000,613.096313,558.778992"
"31.179688,33.312500,339.640991,426.049561"
"0.000000,0.000000,403.015991,470.330811"
"29.812500,-11.812500,452.492004,564.211609"
"0.000000,0.000000,542.913879,602.461609"
"9.703125,-29.953125,452.071930,458.735138"
"10.937500,-71.968750,452.093781,564.014160"
"0.000000,0.000000,569.781311,589.389160"
