,,,,,,,,,,,,,,,,,,,,,,,
graphics/≥Û¿Â(∫Ω).bmp,600,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0,1,2,3,4,5,6
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,1,2,3,4,5,6
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,0,1,2,3,4,5,6
96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,0,1,2,3,4,5,6
120,120,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,1,2,3,4,5,6
-1,0,24,24,24,24,24,24,24,24,24,0,0,0,1,2,3,4,5,6,3,4,5,6
0,24,48,48,48,48,48,48,48,48,48,24,24,0,1,2,3,4,5,6,3,4,5,6
24,48,72,72,72,72,72,72,72,72,72,48,48,0,1,2,3,4,5,6,3,4,5,6
48,72,96,96,96,96,0,1,2,3,4,5,6,1,2,3,4,5,6,6,3,4,5,6
72,96,120,120,120,120,0,1,2,3,4,5,6,1,2,3,4,5,6,30,3,4,5,6
96,120,120,121,122,123,0,1,2,3,4,5,6,1,2,3,4,5,6,54,6,4,5,6
120,120,121,122,0,1,2,3,4,5,6,5,6,1,2,3,4,5,6,78,30,4,5,6
120,121,122,123,0,1,2,3,4,5,6,5,6,0,1,2,3,4,5,6,54,6,5,6
120,121,122,123,0,1,2,3,4,5,6,5,6,0,1,2,3,4,5,6,78,30,6,6
120,121,122,123,0,1,2,3,4,5,6,5,6,0,1,2,3,4,5,6,102,54,6,30
72,73,74,75,0,0,1,2,3,4,5,6,6,0,0,1,2,3,4,5,6,78,5,6
96,97,98,99,24,0,1,2,3,4,5,6,6,0,1,2,3,0,1,2,3,4,5,6
120,121,122,123,48,0,1,2,3,4,5,6,6,24,25,26,27,24,0,1,2,3,4,5
6,121,122,0,72,24,0,1,2,3,4,5,6,48,49,50,51,48,0,1,2,3,4,5
6,121,122,24,96,48,0,0,1,2,3,4,5,6,73,74,75,72,24,0,1,2,3,4
5,6,122,48,120,72,24,0,1,2,3,4,5,6,97,98,99,96,48,0,1,2,3,4
5,6,122,72,120,96,48,24,25,26,27,28,29,30,121,122,123,120,72,0,0,1,2,3
4,5,6,96,120,120,72,48,49,50,51,52,53,54,102,120,120,121,96,24,0,1,2,3
4,5,6,120,120,121,96,72,73,74,75,76,77,78,126,126,126,126,120,48,0,1,2,3
