
"560.062500,-21.726562,300.558716,883.025513"
"-19.353271,-589.397400,880.197021,882.301086"
"568.528687,42.590729,296.215698,275.975189"
"20.117188,209.218750,279.694885,294.618591"
"22.531250,-304.171875,276.981445,877.235962"
"14.484375,244.625000,300.317383,572.259399"
"36.210938,-163.351562,316.411133,816.884399"
"12.875000,15.289062,346.184570,619.735962"
"28.164062,20.921875,429.067383,684.915649"
"12.070312,7.242188,413.778320,675.259399"
"26.554688,10.460938,429.872070,600.423462"
"19.312500,5.632812,429.932739,613.639587"
"12.070312,7.242188,429.128052,620.881775"
"16.898438,19.312500,385.674927,571.795837"
"144.843750,4.023438,298.768677,571.795837"
"3.218750,92.539062,413.838989,574.209900"
"9.656250,5.632812,417.057739,661.116150"
"71.617188,5.632812,347.854614,727.905212"
"6.437500,93.343750,427.518677,730.319275"
"15.289062,7.242188,352.682739,809.983337"
"8.851562,4.828125,420.276489,804.350525"
"10.460938,8.046875,403.378052,793.889587"
"56.328125,45.867188,352.682739,748.827087"
"91.734375,58.742188,442.807739,764.116150"
"7.242188,7.242188,534.280518,713.485779"
"6.437500,8.046875,558.421143,712.681091"
"17.703125,11.265625,577.668701,811.193298"
"233.359375,12.070312,626.989563,775.202942"
"28.968750,15.289062,623.770813,811.413879"
"16.093750,14.484375,709.067688,814.632629"
"14.484375,13.679688,772.638000,813.827942"
"5.632812,15.289062,853.911438,813.023254"
"50.132812,47.953125,632.356750,641.367065"
"13.804688,13.078125,624.364563,737.273315"
"23.250000,19.617188,624.364563,706.757690"
"21.070312,18.164062,646.888000,699.492065"
"25.429688,21.070312,671.591125,703.851440"
"15.257812,15.984375,684.669250,732.187378"
"8.531250,5.484375,543.108582,501.649963"
"7.312500,6.093750,576.624207,501.040588"
"5.484375,5.484375,610.139832,500.431213"
"6.703125,6.093750,640.608582,501.040588"
"5.484375,5.484375,481.804626,609.020996"
"5.484375,6.093750,458.496399,652.646973"
"158.437500,117.609375,300.330750,380.267242"
"35.953125,101.765656,459.987000,380.876617"
"13.406250,87.140625,497.768250,381.485992"
"287.625000,56.671875,529.439209,406.427612"
"23.156250,79.828125,837.173584,410.693237"
"24.375000,13.406250,603.782959,380.833862"
"13.406250,10.359375,686.048584,507.583862"
"76.781250,73.124969,703.542786,457.292023"
"-17.062500,-73.124969,816.886536,528.588867"
"40.218750,46.921875,769.964661,459.120148"
"0.000000,0.000000,980.119019,749.661865"
"215.046936,106.125000,296.000000,309.000000"
"13.781250,10.335938,442.757690,588.690796"
"17.226562,16.734375,460.968628,588.198608"
"18.703125,14.273438,393.279907,709.325562"
"7.382812,14.273438,352.104065,708.001648"
"0.000000,0.000000,748.119629,756.893799"
"12.421875,10.351562,443.851593,670.062683"
"20.703125,-11.179688,324.481689,825.012817"
"0.000000,0.000000,710.771179,600.611511"
