
"384.351562,16.710938,300.027649,281.150482"
"35.601562,410.507782,685.105774,298.587982"
"385.078125,21.796814,299.301086,701.103638"
"25.429688,443.929718,273.144836,289.869232"
"0.000000,0.000000,909.613586,241.916107"
"-142.406250,-46.500000,571.762024,459.158295"
"29.789062,15.257812,541.246399,491.853607"
"62.484375,13.804688,429.355774,492.580170"
"0.726562,36.328156,429.355774,459.884857"
"-13.804688,37.054688,571.035461,459.884857"
"33.421875,17.437500,525.262024,458.431732"
"74.835938,15.984375,430.808899,458.431732"
"0.000000,0.000000,812.254211,241.916107"
"79.195312,95.179688,603.730774,604.470764"
