
"13.062500,396.687500,685.364136,299.365112"
"-399.437500,-17.187500,686.739136,718.740112"
"16.500000,407.687500,281.114136,290.427612"
"380.875000,-11.687500,301.051636,297.302612"
"139.562500,23.375000,430.301636,431.365112"
"11.000000,42.625000,558.176636,462.302612"
"25.437500,8.937500,543.051636,510.427612"
"55.687500,8.937500,433.051636,510.427612"
"1.375000,45.375000,430.989136,460.927612"
"57.750000,6.187500,445.426636,463.677612"
"22.000000,8.250000,529.989136,464.365112"
"0.000000,0.000000,892.989136,710.490112"
