,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graphics/≥Û¿Â(∫Ω).bmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","96.000000,32.000000","112.000000,32.000000","112.000000,48.000000","96.000000,48.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000"
"0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000"
"0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000"
"0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000"
"0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000"
"0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000"
"0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000"
"0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000"
"0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000"
"0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000","0.000000,0.000000"
